"chr","start","end","methodname"
"chr18",21718458,21719569,"combp"
"chr6",31079110,31085035,"combp"
"chr7",157201503,157205669,"combp"
"chr12",56390073,56392004,"combp"
"chr18",33708647,33710784,"combp"
"chr7",5388781,5391706,"combp"
"chr6",6003220,6005350,"combp"
"chr1",159823687,159825762,"combp"
"chr6",80656586,80657827,"combp"
"chr17",62499667,62503736,"combp"
"chr7",158277675,158283506,"combp"
"chr6",30078080,30081409,"combp"
"chr11",129242530,129246395,"combp"
"chr8",59570327,59573890,"combp"
"chr19",41767669,41771874,"combp"
"chr10",77155143,77162144,"combp"
"chr1",38155120,38158196,"combp"
"chr10",31607150,31610400,"combp"
"chr8",117885438,117887319,"combp"
"chr7",26240087,26241505,"combp"
"chr7",42951105,42952392,"combp"
"chr13",103450385,103454177,"combp"
"chr1",155050100,155055167,"combp"
"chr13",30880827,30882906,"combp"
"chr11",20617937,20621702,"combp"
"chr5",41509352,41511151,"combp"
"chr17",46618614,46624269,"combp"
"chr18",3446566,3452444,"combp"
"chr15",61519486,61522113,"combp"
"chr2",96010652,96013922,"combp"
"chr19",50315909,50316879,"combp"
"chr10",26504013,26507384,"combp"
"chr12",133065724,133067735,"combp"
"chr10",134598352,134602531,"combp"
"chr6",143265045,143268817,"combp"
"chr14",104181875,104183510,"combp"
"chr2",223166435,223172330,"combp"
"chr6",75913786,75918802,"combp"
"chr8",22131675,22133357,"combp"
"chr20",55838142,55842872,"combp"
"chr14",21150255,21153452,"combp"
"chr17",70115862,70120542,"combp"
"chr1",24513473,24514558,"combp"
"chr18",11148510,11151765,"combp"
"chr11",66623681,66629645,"combp"
"chr5",54601060,54604425,"combp"
"chr7",116501312,116503445,"combp"
"chr13",50069489,50070767,"combp"
"chr8",37551676,37558449,"combp"
"chr9",86594091,86597174,"combp"
"chr14",74484925,74486652,"combp"
"chr13",39610587,39613328,"combp"
"chr6",31021134,31027006,"combp"
"chr3",187455371,187459482,"combp"
"chr7",14028690,14031942,"combp"
"chr17",77760556,77769231,"combp"
"chr1",42383598,42385161,"combp"
"chr19",18303124,18304531,"combp"
"chr12",53715001,53715788,"combp"
"chr11",1973545,1981303,"combp"
"chr5",122428653,122431420,"combp"
"chr6",27105792,27107757,"combp"
"chr5",127871927,127875164,"combp"
"chr6",170861603,170864352,"combp"
"chr17",7164286,7166719,"combp"
"chr14",60631518,60633048,"combp"
"chr6",100911240,100915806,"combp"
"chr18",12253749,12255319,"combp"
"chr13",53422381,53426033,"combp"
"chr11",623756,628678,"combp"
"chr1",946099,947344,"combp"
"chr6",31762353,31763874,"combp"
"chr11",64051212,64053743,"combp"
"chr7",1601803,1602274,"combp"
"chr5",178016195,178018969,"combp"
"chr5",33936171,33938226,"combp"
"chr7",608384,616052,"combp"
"chr10",7448857,7455715,"combp"
"chr11",76380605,76382150,"combp"
"chr11",67167826,67171586,"combp"
"chr5",16178784,16181040,"combp"
"chr5",1225074,1229257,"combp"
"chr5",1216726,1218917,"combp"
"chr17",41738893,41740209,"combp"
"chr6",87646462,87647645,"combp"
"chr10",104402556,104405344,"combp"
"chr6",134495829,134497756,"combp"
"chr17",35289351,35292391,"combp"
"chr11",64135217,64138840,"combp"
"chr2",172943770,172953631,"combp"
"chr18",9333974,9335433,"combp"
"chr14",104636633,104643649,"combp"
"chr4",1339547,1343701,"combp"
"chr5",1335135,1339236,"combp"
"chr6",32074856,32078625,"combp"
"chr1",27647606,27649378,"combp"
"chr17",4336413,4337232,"combp"
"chr6",26155791,26159158,"combp"
"chr12",93963292,93966486,"combp"
"chr7",29602763,29606986,"combp"
"chr15",26107410,26109615,"combp"
"chr21",34441330,34444585,"combp"
"chr14",100841768,100843332,"combp"
"chr6",26204333,26205611,"combp"
"chr6",31539539,31541949,"combp"
"chr5",172384830,172387102,"combp"
"chr6",34359501,34361406,"combp"
"chr10",88716646,88720217,"combp"
"chr6",33272136,33276190,"combp"
"chr8",144450049,144451925,"combp"
"chr13",99174312,99174931,"combp"
"chr6",31544694,31546086,"combp"
"chr19",57349204,57353129,"combp"
"chr10",118890977,118894181,"combp"
"chr8",21998309,21999977,"combp"
"chr5",172753646,172757277,"combp"
"chr16",22824489,22826244,"combp"
"chr7",750720,754103,"combp"
"chr3",53925231,53927034,"combp"
"chr2",87015813,87019847,"combp"
"chr12",91572142,91573373,"combp"
"chr17",79868964,79870763,"combp"
"chr15",40731970,40735037,"combp"
"chr6",35703435,35705852,"combp"
"chr13",36871646,36873066,"combp"
"chr16",87425101,87426744,"combp"
"chr6",43477235,43479871,"combp"
"chr15",79381747,79383981,"combp"
"chr10",21783091,21787597,"combp"
"chr10",46089769,46090808,"combp"
"chr17",48623772,48626643,"combp"
"chr19",12995624,12998928,"combp"
"chr1",6302973,6310440,"combp"
"chr11",2291652,2293666,"combp"
"chr12",46120609,46124299,"combp"
"chr18",43651686,43652595,"combp"
"chr11",64807766,64809370,"combp"
"chr2",176993017,176997708,"combp"
"chr15",75017914,75019377,"combp"
"chr17",42992567,42994270,"combp"
"chr16",31722474,31725202,"combp"
"chr2",154333269,154336402,"combp"
"chr12",57633762,57637926,"combp"
"chr17",77922738,77924734,"combp"
"chr5",114598137,114599160,"combp"
"chr20",17206245,17209846,"combp"
"chr19",56151356,56155152,"combp"
"chr11",67978396,67981028,"combp"
"chr15",42565284,42566663,"combp"
"chr10",43902999,43905516,"combp"
"chr6",32083628,32087191,"combp"
"chr17",77772395,77779427,"combp"
"chr7",2556962,2561117,"combp"
"chr17",7197375,7200009,"combp"
"chr13",47470793,47472430,"combp"
"chr6",106428957,106430135,"combp"
"chr6",30226874,30228432,"combp"
"chr19",49944488,49947727,"combp"
"chr11",13983009,13986349,"combp"
"chr7",45038946,45041141,"combp"
"chr16",49732224,49733378,"combp"
"chr17",66286791,66289981,"combp"
"chr7",27186993,27188771,"combp"
"chr7",27203430,27206908,"combp"
"chr13",114053863,114057676,"combp"
"chr17",8905741,8908226,"combp"
"chr12",110010952,110012501,"combp"
"chr5",133449542,133452189,"combp"
"chr2",179315284,179317262,"combp"
"chr6",28863395,28864833,"combp"
"chr6",33587496,33590459,"combp"
"chr3",37033373,37035400,"combp"
"chr13",44359415,44362094,"combp"
"chr3",50387146,50388911,"combp"
"chr6",108434970,108441208,"combp"
"chr1",10732063,10733478,"combp"
"chr8",23562918,23564718,"combp"
"chr2",12856422,12859104,"combp"
"chr15",75248086,75252566,"combp"
"chr11",65819332,65820392,"combp"
"chr1",155005172,155007324,"combp"
"chr7",150776474,150780879,"combp"
"chr12",112279495,112281916,"combp"
"chr15",100273145,100274249,"combp"
"chr1",894056,899435,"combp"
"chr2",241496830,241501343,"combp"
"chr19",19774500,19774946,"combp"
"chr6",160388924,160390890,"combp"
"chr10",61468158,61470283,"combp"
"chr13",100631923,100638447,"combp"
"chr11",58343318,58347527,"combp"
"chr10",530635,533480,"combp"
"chr6",34215475,34217208,"combp"
"chr6",29274096,29275338,"combp"
"chr20",10198044,10200618,"combp"
"chr11",3400108,3402775,"combp"
"chr17",80393124,80395406,"combp"
"chr5",100236199,100240224,"combp"
"chr2",31455890,31458373,"combp"
"chr10",8076969,8080425,"combp"
"chr12",106974225,106977782,"combp"
"chr20",52788779,52791473,"combp"
"chr12",5018229,5021872,"combp"
"chr19",1132256,1132967,"combp"
"chr12",25054873,25056244,"combp"
"chr13",48876603,48878737,"combp"
"chr8",100024465,100026088,"combp"
"chr12",125000767,125003559,"combp"
"chr16",54971007,54974288,"combp"
"chr7",151036715,151039079,"combp"
"chr10",118895568,118901191,"combp"
"chr8",55047225,55048379,"combp"
"chr6",110299151,110301480,"combp"
"chr11",12029738,12031315,"combp"
"chr18",60381593,60385274,"combp"
"chr19",54290011,54291979,"combp"
"chr14",50233662,50235220,"combp"
"chr8",79427993,79428726,"combp"
"chr12",98908939,98910309,"combp"
"chr16",30005856,30007966,"combp"
"chr2",86331859,86333745,"combp"
"chr11",19733614,19737352,"combp"
"chr1",174968089,174969622,"combp"
"chr5",32709071,32714526,"combp"
"chr2",44065003,44067043,"combp"
"chr5",57878188,57879418,"combp"
"chr17",21116851,21118578,"combp"
"chr1",40254184,40255556,"combp"
"chr18",7229726,7231087,"combp"
"chr11",27740495,27744817,"combp"
"chr16",1127792,1131635,"combp"
"chr12",21654197,21655266,"combp"
"chr17",74070431,74075337,"combp"
"chr10",105209452,105213819,"combp"
"chr14",54862622,54864573,"combp"
"chr17",4045930,4047575,"combp"
"chr6",91296135,91297517,"combp"
"chr6",135501674,135504411,"combp"
"chr7",819621,826028,"combp"
"chr6",74363018,74364701,"combp"
"chr6",30094300,30095803,"combp"
"chr17",7209803,7211925,"combp"
"chr7",107300287,107302713,"combp"
"chr5",89769642,89770789,"combp"
"chr2",43453251,43455104,"combp"
"chr5",54525925,54530376,"combp"
"chr17",7588378,7591948,"combp"
"chr7",5567862,5570594,"combp"
"chr17",79450925,79451986,"combp"
"chr14",24835006,24839260,"combp"
"chr19",50191342,50195113,"combp"
"chr5",134733519,134736599,"combp"
"chr2",98961601,98964692,"combp"
"chr2",71123233,71128539,"combp"
"chr14",61119218,61123974,"combp"
"chr19",37095466,37096817,"combp"
"chr6",41338345,41343831,"combp"
"chr6",33373978,33376316,"combp"
"chr6",26271193,26273194,"combp"
"chr18",3261469,3263083,"combp"
"chr2",65215361,65217624,"combp"
"chr1",150206972,150208937,"combp"
"chr6",30623775,30624770,"combp"
"chr6",6006398,6009557,"combp"
"chr8",10696571,10698116,"combp"
"chr5",140798095,140802136,"combp"
"chr17",26698283,26699552,"combp"
"chr11",68450618,68452939,"combp"
"chr10",89418898,89420171,"combp"
"chr17",74732291,74734281,"combp"
"chr13",53023979,53025763,"combp"
"chr7",20816184,20818929,"combp"
"chr5",135414858,135416614,"combp"
"chr13",24152135,24154261,"combp"
"chr12",7052614,7053994,"combp"
"chr6",30139421,30140418,"combp"
"chr19",2456734,2457233,"combp"
"chr4",4866047,4871526,"combp"
"chr6",30156892,30160640,"combp"
"chr11",113184936,113185880,"combp"
"chr11",1784413,1786755,"combp"
"chr17",80185318,80190155,"combp"
"chr17",39941714,39943546,"combp"
"chr6",31867995,31870991,"combp"
"chr8",95651099,95655137,"combp"
"chr11",16625664,16629390,"combp"
"chr5",132200337,132202636,"combp"
"chr6",10881782,10884892,"combp"
"chr18",2570888,2572966,"combp"
"chr2",60776713,60782853,"combp"
"chr11",46408262,46412425,"combp"
"chr11",68190428,68193847,"combp"
"chr17",49230641,49232156,"combp"
"chr11",14541547,14542321,"combp"
"chr19",54617809,54619167,"combp"
"chr20",61050885,61051803,"combp"
"chr8",57232395,57233875,"combp"
"chr13",101326091,101328589,"combp"
"chr6",31837439,31839330,"combp"
"chr13",44452398,44454196,"combp"
"chr1",93810826,93812120,"combp"
"chr1",2444426,2453007,"combp"
"chr3",137487770,137491165,"combp"
"chr11",116658528,116663805,"combp"
"chr9",130211749,130214236,"combp"
"chr7",101846993,101849550,"combp"
"chr9",37033489,37036813,"combp"
"chr17",79632187,79635074,"combp"
"chr16",4321202,4324281,"combp"
"chr6",30112423,30115324,"combp"
"chr10",102586168,102590402,"combp"
"chr17",40828172,40832320,"combp"
"chr15",52820479,52822583,"combp"
"chr19",1489759,1492044,"combp"
"chr15",38745432,38746781,"combp"
"chr1",197879766,197885608,"combp"
"chr1",211431567,211434315,"combp"
"chr15",34628731,34631763,"combp"
"chr2",176943669,176951190,"combp"
"chr1",28285036,28287783,"combp"
"chr6",170614479,170615921,"combp"
"chr6",168376134,168379114,"combp"
"chr17",47072339,47075282,"combp"
"chr10",100174853,100176424,"combp"
"chr8",23081904,23083579,"combp"
"chr17",40116432,40120497,"combp"
"chr17",58155376,58157282,"combp"
"chr6",28498759,28501917,"combp"
"chr17",80560085,80561462,"combp"
"chr20",21283521,21284575,"combp"
"chr17",30813145,30815229,"combp"
"chr13",113424278,113430398,"combp"
"chr12",5539588,5543270,"combp"
"chr10",104178670,104183176,"combp"
"chr6",32148943,32152336,"combp"
"chr2",73142088,73148230,"combp"
"chr10",91294781,91296458,"combp"
"chr12",56545428,56546564,"combp"
"chr6",36561383,36562538,"combp"
"chr17",7491548,7494808,"combp"
"chr6",139012618,139015289,"combp"
"chr3",5018700,5023395,"combp"
"chr15",45404157,45406940,"combp"
"chr11",59435107,59437417,"combp"
"chr6",30698584,30699482,"combp"
"chr5",122421195,122426798,"combp"
"chr7",100026182,100029047,"combp"
"chr4",41880280,41884670,"combp"
"chr12",53772249,53775337,"combp"
"chr8",119122430,119124463,"combp"
"chr5",14142574,14145682,"combp"
"chr14",86087511,86089858,"combp"
"chr11",69453354,69458645,"combp"
"chr16",67279967,67283239,"combp"
"chr1",239549577,239552129,"combp"
"chr5",141257604,141259257,"combp"
"chr15",45721589,45722920,"combp"
"chr6",27099719,27101942,"combp"
"chr12",54068942,54071195,"combp"
"chr11",106888299,106890248,"combp"
"chr11",1889522,1892889,"combp"
"chr20",21682362,21686549,"combp"
"chr15",59663987,59665286,"combp"
"chr7",158748055,158751185,"combp"
"chr5",149378456,149381503,"combp"
"chr11",111847475,111848639,"combp"
"chr13",114828264,114831706,"combp"
"chr14",96180319,96181045,"combp"
"chr15",93630456,93633409,"combp"
"chr1",26230906,26234016,"combp"
"chr8",1306951,1311577,"combp"
"chr7",35076481,35079112,"combp"
"chr16",29826754,29827498,"combp"
"chr16",19894948,19897809,"combp"
"chr18",46064816,46066501,"combp"
"chr20",55199914,55204987,"combp"
"chr5",149109531,149111750,"combp"
"chr14",23503697,23504922,"combp"
"chr1",51442133,51444686,"combp"
"chr12",110337166,110338663,"combp"
"chr6",127835750,127838060,"combp"
"chr6",73329475,73331681,"combp"
"chr16",10274315,10277506,"combp"
"chr12",72056622,72060162,"combp"
"chr7",97821037,97823769,"combp"
"chr17",57406769,57410688,"combp"
"chr7",2442660,2446567,"combp"
"chr5",55007208,55008524,"combp"
"chr5",140479025,140481268,"combp"
"chr5",43037123,43043361,"combp"
"chr11",4628823,4629913,"combp"
"chr18",74960629,74962795,"combp"
"chr10",103879827,103881108,"combp"
"chr6",138866865,138867126,"combp"
"chr6",100053161,100056128,"combp"
"chr20",61446962,61448535,"combp"
"chr16",1382952,1384723,"combp"
"chr10",125852693,125853894,"combp"
"chr8",10586135,10588041,"combp"
"chr5",42423577,42425094,"combp"
"chr19",45908146,45910063,"combp"
"chr11",66023582,66026391,"combp"
"chr5",1083885,1085280,"combp"
"chr18",30350935,30353284,"combp"
"chr15",49169965,49170752,"combp"
"chr12",122240872,122244661,"combp"
"chr7",157257054,157259344,"combp"
"chr11",62445555,62446818,"combp"
"chr11",65657704,65659394,"combp"
"chr6",31129244,31130549,"combp"
"chr6",52535550,52536060,"combp"
"chr8",38088501,38090441,"combp"
"chr16",88922166,88923888,"combp"
"chr12",47471907,47474764,"combp"
"chr6",31913250,31915199,"combp"
"chr8",144510343,144513981,"combp"
"chr12",49487944,49489338,"combp"
"chr11",206943,209207,"combp"
"chr3",49893745,49894442,"combp"
"chr8",710997,711884,"combp"
"chr6",33047056,33049506,"combp"
"chr15",27214606,27217187,"combp"
"chr8",104382523,104384585,"combp"
"chr20",37351945,37355966,"combp"
"chr12",62583974,62586893,"combp"
"chr17",32905966,32909376,"combp"
"chr5",500202,502921,"combp"
"chr18",21166680,21167518,"combp"
"chr15",101142359,101143163,"combp"
"chr14",105940179,105942244,"combp"
"chr17",80986552,80989832,"combp"
"chr8",145577079,145579318,"combp"
"chr19",11615848,11618527,"combp"
"chr5",108082637,108084991,"combp"
"chr2",217556803,217560947,"combp"
"chr7",94292855,94295628,"combp"
"chr4",78977223,78980534,"combp"
"chr15",89909748,89912142,"combp"
"chr17",79790116,79791654,"combp"
"chr11",111956647,111957873,"combp"
"chr16",84538212,84539642,"combp"
"chr7",157476329,157480108,"combp"
"chr1",99728691,99730420,"combp"
"chr1",180197901,180205254,"combp"
"chr16",2318234,2321792,"combp"
"chr13",21750229,21751146,"combp"
"chr6",170047852,170048425,"combp"
"chr4",55092363,55096745,"combp"
"chr17",872762,873453,"combp"
"chr14",101923155,101925706,"combp"
"chr7",150671500,150677126,"combp"
"chr19",10827337,10829424,"combp"
"chr8",11625764,11628431,"combp"
"chr8",29120186,29121422,"combp"
"chr17",29297380,29298592,"combp"
"chr18",11850139,11852568,"combp"
"chr5",141488016,141489674,"combp"
"chr1",3055699,3059821,"combp"
"chr8",145558810,145562940,"combp"
"chr17",15163711,15164635,"combp"
"chr18",11947571,11948580,"combp"
"chr1",32573013,32574587,"combp"
"chr5",161273839,161276002,"combp"
"chr10",112630726,112632682,"combp"
"chr17",79282893,79283960,"combp"
"chr13",114302021,114305930,"combp"
"chr6",31237199,31241001,"combp"
"chr16",86527164,86532994,"combp"
"chr6",168915440,168918902,"combp"
"chr17",7153814,7156126,"combp"
"chr10",114709739,114713188,"combp"
"chr6",26233352,26235610,"combp"
"chr6",7106952,7111069,"combp"
"chr13",28023563,28025758,"combp"
"chr16",4012936,4016846,"combp"
"chr6",31512618,31516060,"combp"
"chr16",725416,732636,"combp"
"chr14",37049299,37054510,"combp"
"chr17",56296115,56297516,"combp"
"chr4",42398974,42401243,"combp"
"chr4",1201315,1206151,"combp"
"chr8",1613877,1618449,"combp"
"chr5",81045418,81048496,"combp"
"chr5",134180823,134182459,"combp"
"chr3",39447891,39448962,"combp"
"chr19",18390991,18392995,"combp"
"chr19",51522454,51526588,"combp"
"chr8",123792334,123795434,"combp"
"chr17",79679062,79683497,"combp"
"chr12",13152456,13156132,"combp"
"chr11",43601969,43605270,"combp"
"chr3",138654370,138659022,"combp"
"chr20",61637360,61639278,"combp"
"chr11",2150687,2152578,"combp"
"chr17",73257283,73258209,"combp"
"chr1",2456436,2459225,"combp"
"chr8",141540568,141542552,"combp"
"chr19",40004430,40006626,"combp"
"chr11",91956670,91960645,"combp"
"chr16",88495352,88499084,"combp"
"chr17",46687312,46689640,"combp"
"chr17",77982340,77984774,"combp"
"chr1",3695198,3697632,"combp"
"chr20",32950073,32952046,"combp"
"chr14",34419316,34420500,"combp"
"chr19",46385115,46390328,"combp"
"chr1",179851019,179852420,"combp"
"chr8",143544026,143546894,"combp"
"chr12",64173304,64174368,"combp"
"chr8",122651271,122654567,"combp"
"chr5",39073701,39075258,"combp"
"chr11",63883266,63887635,"combp"
"chr12",133293493,133296599,"combp"
"chr19",17931932,17933787,"combp"
"chr17",21186789,21189860,"combp"
"chr11",118888778,118890028,"combp"
"chr19",5689931,5692623,"combp"
"chr7",4762070,4765313,"combp"
"chr5",6581683,6583851,"combp"
"chr17",40834024,40840486,"combp"
"chr14",74179674,74182561,"combp"
"chr1",29448425,29452104,"combp"
"chr6",132722045,132724048,"combp"
"chr2",44586755,44589695,"combp"
"chr15",28356567,28358389,"combp"
"chr1",46152002,46154278,"combp"
"chr13",113648607,113651421,"combp"
"chr1",179050404,179051894,"combp"
"chr12",130644629,130648520,"combp"
"chr13",100641243,100644658,"combp"
"chr11",3186549,3188017,"combp"
"chr12",131355340,131357430,"combp"
"chr17",46678719,46685449,"combp"
"chr17",43224158,43227454,"combp"
"chr14",90862618,90864982,"combp"
"chr3",64008007,64009747,"combp"
"chr10",73846858,73849168,"combp"
"chr11",77850393,77851045,"combp"
"chr1",70031930,70036107,"combp"
"chr6",30874989,30886162,"ipDMR"
"chr6",31618987,31639144,"ipDMR"
"chr6",31695027,31708279,"ipDMR"
"chr6",31826944,31834179,"ipDMR"
"chr6",32036530,32059606,"ipDMR"
"chr6",32114490,32123702,"ipDMR"
"chr6",32154454,32166840,"ipDMR"
"chr6",32802009,32815832,"ipDMR"
"chr6",32935025,32946542,"ipDMR"
"chr6",33128825,33154939,"ipDMR"
"chr6",33156164,33181871,"ipDMR"
"chr6",33279563,33292030,"ipDMR"
"chr6",33230625,33243553,"ipDMR"
"chr6",30033321,30045069,"ipDMR"
"chr6",31852240,31860764,"ipDMR"
"chr11",31817810,31841981,"ipDMR"
"chr6",30171483,30182564,"ipDMR"
"chr6",30519312,30526488,"ipDMR"
"chr6",32093854,32098254,"ipDMR"
"chr6",33381680,33391342,"ipDMR"
"chr6",30681089,30691985,"ipDMR"
"chr6",31935801,31941617,"ipDMR"
"chr6",30649909,30659644,"ipDMR"
"chr6",32140544,32147895,"ipDMR"
"chr6",33252677,33258582,"ipDMR"
"chr6",28884599,28892661,"ipDMR"
"chr6",33262322,33269833,"ipDMR"
"chr6",33393112,33401543,"ipDMR"
"chr7",27182493,27185513,"ipDMR"
"chr6",33418814,33425264,"ipDMR"
"chr6",10409510,10422637,"ipDMR"
"chr6",32128101,32139121,"ipDMR"
"chr6",31595647,31604109,"ipDMR"
"chr6",32819858,32823942,"ipDMR"
"chr6",30067108,30075606,"ipDMR"
"chr6",32060681,32066583,"ipDMR"
"chr6",30706470,30713443,"ipDMR"
"chr20",57462798,57467812,"ipDMR"
"chr6",30455807,30460799,"ipDMR"
"chr6",28549832,28558071,"ipDMR"
"chr17",46666926,46685449,"ipDMR"
"chr6",30290258,30298769,"ipDMR"
"chr13",78491982,78494463,"ipDMR"
"chr6",30162942,30170341,"ipDMR"
"chr15",37385900,37395172,"ipDMR"
"chr10",8088801,8102211,"ipDMR"
"chr10",131755775,131772188,"ipDMR"
"chr16",51183363,51190202,"ipDMR"
"chr10",89621419,89623361,"ipDMR"
"chr6",31587543,31593016,"ipDMR"
"chr6",30024875,30031894,"ipDMR"
"chr6",30850405,30854552,"ipDMR"
"chr7",25890572,25902574,"ipDMR"
"chr11",2919689,2927248,"ipDMR"
"chr7",94284274,94287243,"ipDMR"
"chr6",133561368,133564579,"ipDMR"
"chr10",77155143,77169600,"ipDMR"
"chr8",128745037,128750925,"ipDMR"
"chr2",63274709,63287289,"ipDMR"
"chr7",130129946,130133111,"ipDMR"
"chr15",68112282,68128634,"ipDMR"
"chr6",31686784,31692809,"ipDMR"
"chr8",25897201,25909600,"ipDMR"
"chr7",27190431,27202345,"ipDMR"
"chr6",32972093,32978776,"ipDMR"
"chr17",35289351,35300875,"ipDMR"
"chr16",54962001,54974288,"ipDMR"
"chr20",57424521,57431304,"ipDMR"
"chr4",4854459,4864903,"ipDMR"
"chr7",96641477,96657024,"ipDMR"
"chr6",32025453,32033308,"ipDMR"
"chr6",33358411,33363498,"ipDMR"
"chr6",31743775,31750533,"ipDMR"
"chr6",32013974,32017049,"ipDMR"
"chr17",46799640,46806936,"ipDMR"
"chr16",54315551,54325930,"ipDMR"
"chr6",31777519,31783546,"ipDMR"
"chr4",174441703,174453288,"ipDMR"
"chr7",27160520,27171529,"ipDMR"
"chr14",101505130,101515880,"ipDMR"
"chr6",31504181,31511364,"ipDMR"
"chr6",31124103,31127864,"ipDMR"
"chr12",114840854,114847642,"ipDMR"
"chr6",33866257,33878824,"ipDMR"
"chr6",30610729,30619243,"ipDMR"
"chr17",79476186,79482046,"ipDMR"
"chr6",29714043,29721016,"ipDMR"
"chr11",128553855,128564181,"ipDMR"
"chr11",2397201,2399596,"ipDMR"
"chr11",2016513,2020561,"ipDMR"
"chr15",74419428,74429110,"ipDMR"
"chr5",1083885,1094036,"ipDMR"
"chr7",92461971,92466843,"ipDMR"
"chr11",2321770,2323939,"ipDMR"
"chr2",119602212,119617129,"ipDMR"
"chr20",36146069,36151684,"ipDMR"
"chr6",33244709,33248715,"ipDMR"
"chr7",1265197,1281586,"ipDMR"
"chr12",4378267,4384891,"ipDMR"
"chr6",28827692,28833341,"ipDMR"
"chr5",2747922,2758089,"ipDMR"
"chr18",49865488,49868789,"ipDMR"
"chr21",34913894,34916460,"ipDMR"
"chr6",3848243,3851518,"ipDMR"
"chr21",38064236,38075172,"ipDMR"
"chr11",44324759,44333193,"ipDMR"
"chr6",31667380,31672484,"ipDMR"
"chr11",14993378,14997973,"ipDMR"
"chr11",3012310,3014938,"ipDMR"
"chr6",32184829,32192025,"ipDMR"
"chr8",1892416,1900993,"ipDMR"
"chr10",3823790,3827879,"ipDMR"
"chr12",89742886,89749823,"ipDMR"
"chr11",2720229,2722714,"ipDMR"
"chr7",27140797,27148003,"ipDMR"
"chr12",54408091,54413385,"ipDMR"
"chr14",69258861,69264334,"ipDMR"
"chr10",124901456,124910813,"ipDMR"
"chr11",66034681,66036933,"ipDMR"
"chr6",29585579,29596902,"ipDMR"
"chr2",45155201,45163189,"ipDMR"
"chr17",1956668,1962237,"ipDMR"
"chr7",1579643,1584276,"ipDMR"
"chr17",77805596,77819280,"ipDMR"
"chr10",135190372,135193705,"ipDMR"
"chr6",32861071,32862954,"ipDMR"
"chr1",3566304,3569900,"ipDMR"
"chr6",31862350,31866826,"ipDMR"
"chr16",87734816,87743287,"ipDMR"
"chr14",101289470,101293857,"ipDMR"
"chr7",150754081,150757211,"ipDMR"
"chr6",31164776,31169827,"ipDMR"
"chr12",115130140,115136309,"ipDMR"
"chr2",162270453,162275747,"ipDMR"
"chr1",25253237,25259107,"ipDMR"
"chr12",21809973,21811035,"ipDMR"
"chr10",102981446,102991185,"ipDMR"
"chr11",43596529,43605270,"ipDMR"
"chr7",19155785,19158955,"ipDMR"
"chr18",24125409,24132139,"ipDMR"
"chr6",28962770,28969260,"ipDMR"
"chr14",37123678,37133715,"ipDMR"
"chr2",223161771,223173062,"ipDMR"
"chr6",32069841,32078625,"ipDMR"
"chr2",177021899,177030229,"ipDMR"
"chr6",29598285,29602391,"ipDMR"
"chr6",29570008,29575146,"ipDMR"
"chr19",6736708,6741182,"ipDMR"
"chr7",157474856,157487067,"ipDMR"
"chr6",30640228,30641221,"ipDMR"
"chr1",92946132,92953908,"ipDMR"
"chr5",172194729,172199668,"ipDMR"
"chr5",37833969,37840840,"ipDMR"
"chr11",45824647,45829033,"ipDMR"
"chr6",30120031,30124943,"ipDMR"
"chr11",1296823,1302982,"ipDMR"
"chr12",115102065,115108283,"ipDMR"
"chr6",31922132,31930876,"ipDMR"
"chr6",32793355,32800592,"ipDMR"
"chr1",221049931,221055965,"ipDMR"
"chr13",22242120,22249524,"ipDMR"
"chr11",32454216,32461241,"ipDMR"
"chr12",58145283,58149694,"ipDMR"
"chr14",65005951,65009708,"ipDMR"
"chr15",75743136,75748569,"ipDMR"
"chr6",152125861,152130333,"ipDMR"
"chr6",30311660,30314266,"ipDMR"
"chr15",76627594,76635954,"ipDMR"
"chr2",175197240,175211132,"ipDMR"
"chr17",36102254,36106026,"ipDMR"
"chr14",100068637,100072074,"ipDMR"
"chr6",99278360,99284028,"ipDMR"
"chr6",29974022,29976907,"ipDMR"
"chr11",31843388,31849263,"ipDMR"
"chr6",137808930,137819268,"ipDMR"
"chr14",101487756,101493362,"ipDMR"
"chr6",31800885,31805330,"ipDMR"
"chr7",116164108,116166825,"ipDMR"
"chr1",1095607,1106176,"ipDMR"
"chr7",5458719,5469536,"ipDMR"
"chr6",1309779,1315686,"ipDMR"
"chr6",31370532,31371914,"ipDMR"
"chr10",134728488,134737192,"ipDMR"
"chr5",180646608,180651053,"ipDMR"
"chr11",65624637,65629239,"ipDMR"
"chr8",99950917,99963022,"ipDMR"
"chr7",27152899,27156063,"ipDMR"
"chr1",50880009,50893985,"ipDMR"
"chr18",60984485,60988466,"ipDMR"
"chr10",118030292,118034358,"ipDMR"
"chr11",10323902,10329688,"ipDMR"
"chr5",3593809,3602559,"ipDMR"
"chr6",30538179,30542194,"ipDMR"
"chr6",108484512,108492697,"ipDMR"
"chr8",30888801,30892480,"ipDMR"
"chr13",114824941,114831706,"ipDMR"
"chr20",13199787,13202703,"ipDMR"
"chr17",7754785,7762964,"ipDMR"
"chr10",28030628,28036152,"ipDMR"
"chr15",45404157,45410237,"ipDMR"
"chr11",2421291,2426113,"ipDMR"
"chr2",55458422,55460386,"ipDMR"
"chr17",48635853,48640258,"ipDMR"
"chr1",173834077,173837795,"ipDMR"
"chr5",107004816,107009209,"ipDMR"
